Date,Day of Week,Lecture Number,Start Time,End Time,Subject,Subject Code,Faculty ID,Semester,Branch,Section,Classroom,Total Enrolled Students,Students Present,Attendance Percentage,Previous Lecture Attendance,Gap Since Previous Lecture,Practical/Theory,Internal Test Week,Assignment Due,Holiday Before/After,Weather,Special Event,Faculty Experience,Time Category,Timetable Status,Data Source,Lecture Duration (Minutes),Day of Semester,Week Number,Month,Previous Attendance Rolling Average,Consecutive Lecture Count,Days Since Last Holiday,Exam Week Flag,Assignment Due Flag,Holiday Flag,Special Event Flag,Attendance Category
02-03-2026,Monday,5,14:30,15:30,Club Activities,CLUB,TBD,2,MCA,B,403,102,59,57.84,74.51,1.0,Special Event,Yes,No,No,Rainy,Yes,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,61,10,3,79.08666666666666,5,34.0,1,0,0,1,Medium
03-03-2026,Tuesday,1,9:15,10:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,78,76.47,57.84,18.75,Theory,No,No,No,Rainy,No,6.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,62,10,3,68.62666666666668,1,35.0,0,0,0,0,High
03-03-2026,Tuesday,2,10:15,11:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,70,68.63,76.47,1.0,Theory,No,No,No,Rainy,No,13.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,62,10,3,69.60666666666667,2,35.0,0,0,0,0,Medium
03-03-2026,Tuesday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,78,76.47,68.63,1.0,Theory,Yes,No,No,Rainy,No,11.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,62,10,3,67.64666666666666,3,35.0,1,0,0,0,High
03-03-2026,Tuesday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,72,70.59,76.47,2.25,Project,No,No,No,Rainy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,62,10,3,73.85666666666667,4,35.0,0,0,0,0,Medium
03-03-2026,Tuesday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,66,64.71,70.59,1.0,Project,Yes,No,No,Rainy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,62,10,3,71.89666666666666,5,35.0,1,0,0,0,Medium
04-03-2026,Wednesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,75,73.53,64.71,18.75,Theory,No,No,No,Sunny,No,5.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,63,10,3,70.58999999999999,1,36.0,0,0,0,0,Medium
04-03-2026,Wednesday,2,10:15,11:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,76,74.51,73.53,1.0,Theory,No,No,No,Sunny,No,10.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,63,10,3,69.61,2,36.0,0,0,0,0,Medium
04-03-2026,Wednesday,3,11:15,12:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,76,74.51,74.51,1.0,Theory,No,Yes,No,Rainy,No,4.2,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,63,10,3,70.91666666666667,3,36.0,0,1,0,0,Medium
04-03-2026,Wednesday,4,13:30,14:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,80,78.43,74.51,2.25,Practical,No,No,No,Rainy,No,10.1,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,63,10,3,74.18333333333334,4,36.0,0,0,0,0,High
04-03-2026,Wednesday,5,14:30,15:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,75,73.53,78.43,1.0,Practical,No,No,No,Rainy,No,2.5,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,63,10,3,75.81666666666666,5,36.0,0,0,0,0,Medium
05-03-2026,Thursday,1,9:15,10:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,81,79.41,73.53,18.75,Theory,No,No,No,Cloudy,No,8.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,64,10,3,75.49000000000001,1,37.0,0,0,0,0,High
05-03-2026,Thursday,2,10:15,11:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,74,72.55,79.41,1.0,Theory,No,No,No,Cloudy,No,13.2,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,64,10,3,77.12333333333333,2,37.0,0,0,0,0,Medium
05-03-2026,Thursday,3,11:15,12:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,75,73.53,72.55,1.0,Theory,No,No,No,Cloudy,No,14.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,64,10,3,75.16333333333334,3,37.0,0,0,0,0,Medium
05-03-2026,Thursday,4,13:30,14:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,B,401/402,102,84,82.35,73.53,2.25,Practical,No,No,No,Rainy,No,3.4,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,64,10,3,75.16333333333333,4,37.0,0,0,0,0,High
05-03-2026,Thursday,5,14:30,15:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,B,401/402,102,84,82.35,82.35,1.0,Practical,No,No,No,Cloudy,No,5.2,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,64,10,3,76.14333333333333,5,37.0,0,0,0,0,High
06-03-2026,Friday,1,9:15,10:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,86,84.31,82.35,18.75,Theory,No,No,No,Sunny,No,4.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,65,10,3,79.41,1,38.0,0,0,0,0,High
06-03-2026,Friday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,88,86.27,84.31,1.0,Theory,No,Yes,No,Cloudy,No,9.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,65,10,3,83.00333333333333,2,38.0,0,1,0,0,High
06-03-2026,Friday,3,11:15,12:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,75,73.53,86.27,1.0,Theory,No,No,No,Cloudy,No,9.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,65,10,3,84.31,3,38.0,0,0,0,0,Medium
06-03-2026,Friday,4,13:30,14:30,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,70,68.63,73.53,2.25,Theory,No,No,No,Cloudy,No,11.5,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,65,10,3,81.37,4,38.0,0,0,0,0,Medium
06-03-2026,Friday,5,14:30,15:30,IRP,IRP2,F_SDM,2,MCA,B,403,102,67,65.69,68.63,1.0,Theory,No,No,No,Cloudy,No,2.7,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,65,10,3,76.14333333333333,5,38.0,0,0,0,0,Medium
07-03-2026,Saturday,1,11:15,12:15,Training And Placement / Mini Project Training,P201,TBD,2,MCA,B,403,102,71,69.61,65.69,20.75,Project,Yes,No,No,Rainy,No,8.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,66,10,3,69.28333333333335,1,39.0,1,0,0,0,Medium
09-03-2026,Monday,1,9:15,10:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,B,401/402,102,76,74.51,69.61,46.0,Practical,No,No,No,Cloudy,No,14.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,68,11,3,67.97666666666666,1,41.0,0,0,0,0,Medium
09-03-2026,Monday,2,10:15,11:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,B,401/402,102,80,78.43,74.51,1.0,Practical,No,No,No,Rainy,No,11.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,68,11,3,69.93666666666667,2,41.0,0,0,0,0,High
09-03-2026,Monday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,69,67.65,78.43,1.0,Theory,No,No,No,Rainy,No,8.9,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,68,11,3,74.18333333333334,3,41.0,0,0,0,0,Medium
09-03-2026,Monday,4,13:30,14:30,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,76,74.51,67.65,2.25,Theory,No,No,No,Sunny,No,6.8,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,68,11,3,73.53000000000002,4,41.0,0,0,0,0,Medium
09-03-2026,Monday,5,14:30,15:30,Club Activities,CLUB,TBD,2,MCA,B,403,102,71,69.61,74.51,1.0,Special Event,No,No,No,Rainy,Yes,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,68,11,3,73.53000000000002,5,41.0,0,0,0,1,Medium
10-03-2026,Tuesday,1,9:15,10:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,81,79.41,69.61,18.75,Theory,No,No,No,Sunny,No,2.2,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,69,11,3,70.59000000000002,1,42.0,0,0,0,0,High
10-03-2026,Tuesday,2,10:15,11:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,71,69.61,79.41,1.0,Theory,No,No,No,Rainy,No,4.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,69,11,3,74.50999999999999,2,42.0,0,0,0,0,Medium
10-03-2026,Tuesday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,73,71.57,69.61,1.0,Theory,No,No,No,Cloudy,No,13.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,69,11,3,72.87666666666667,3,42.0,0,0,0,0,Medium
10-03-2026,Tuesday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,66,64.71,71.57,2.25,Project,No,Yes,No,Sunny,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,69,11,3,73.52999999999999,4,42.0,0,1,0,0,Medium
10-03-2026,Tuesday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,63,61.76,64.71,1.0,Project,No,No,No,Rainy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,69,11,3,68.63,5,42.0,0,0,0,0,Medium
11-03-2026,Wednesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,70,68.63,61.76,18.75,Theory,No,No,No,Cloudy,No,6.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,70,11,3,66.01333333333334,1,43.0,0,0,0,0,Medium
11-03-2026,Wednesday,2,10:15,11:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,76,74.51,68.63,1.0,Theory,No,No,No,Rainy,No,5.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,70,11,3,65.03333333333333,2,43.0,0,0,0,0,Medium
11-03-2026,Wednesday,3,11:15,12:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,75,73.53,74.51,1.0,Theory,No,No,No,Cloudy,No,13.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,70,11,3,68.3,3,43.0,0,0,0,0,Medium
11-03-2026,Wednesday,4,13:30,14:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,81,79.41,73.53,2.25,Practical,No,No,No,Sunny,No,5.8,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,70,11,3,72.22333333333334,4,43.0,0,0,0,0,High
11-03-2026,Wednesday,5,14:30,15:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,76,74.51,79.41,1.0,Practical,No,No,No,Cloudy,No,14.0,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,70,11,3,75.81666666666666,5,43.0,0,0,0,0,Medium
12-03-2026,Thursday,1,9:15,10:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,83,81.37,74.51,18.75,Theory,No,No,No,Sunny,No,14.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,71,11,3,75.81666666666668,1,44.0,0,0,0,0,High
12-03-2026,Thursday,2,10:15,11:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,77,75.49,81.37,1.0,Theory,No,No,No,Rainy,No,14.2,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,71,11,3,78.43,2,44.0,0,0,0,0,High
12-03-2026,Thursday,3,11:15,12:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,72,70.59,75.49,1.0,Theory,No,No,No,Sunny,No,11.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,71,11,3,77.12333333333333,3,44.0,0,0,0,0,Medium
12-03-2026,Thursday,4,13:30,14:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,B,401/402,102,81,79.41,70.59,2.25,Practical,No,No,No,Sunny,No,13.8,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,71,11,3,75.81666666666666,4,44.0,0,0,0,0,High
12-03-2026,Thursday,5,14:30,15:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,B,401/402,102,84,82.35,79.41,1.0,Practical,No,No,No,Rainy,No,11.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,71,11,3,75.16333333333334,5,44.0,0,0,0,0,High
13-03-2026,Friday,1,9:15,10:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,69,67.65,82.35,18.75,Theory,No,No,No,Rainy,No,8.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,72,11,3,77.44999999999999,1,45.0,0,0,0,0,Medium
13-03-2026,Friday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,71,69.61,67.65,1.0,Theory,No,No,No,Rainy,No,8.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,72,11,3,76.47000000000001,2,45.0,0,0,0,0,Medium
13-03-2026,Friday,3,11:15,12:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,77,75.49,69.61,1.0,Theory,No,Yes,No,Sunny,No,11.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,72,11,3,73.20333333333333,3,45.0,0,1,0,0,High
13-03-2026,Friday,4,13:30,14:30,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,69,67.65,75.49,2.25,Theory,No,No,No,Sunny,No,11.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,72,11,3,70.91666666666667,4,45.0,0,0,0,0,Medium
13-03-2026,Friday,5,14:30,15:30,IRP,IRP2,F_SDM,2,MCA,B,403,102,61,59.8,67.65,1.0,Theory,No,No,No,Sunny,No,4.3,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,72,11,3,70.91666666666667,5,45.0,0,0,0,0,Medium
14-03-2026,Saturday,1,11:15,12:15,Training And Placement / Mini Project Training,P201,TBD,2,MCA,B,403,102,57,55.88,59.8,20.75,Project,No,Yes,No,Rainy,No,8.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,73,11,3,67.64666666666666,1,46.0,0,1,0,0,Medium
16-03-2026,Monday,1,9:15,10:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,B,401/402,102,82,80.39,55.88,46.0,Practical,No,No,No,Rainy,No,12.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,75,12,3,61.11000000000001,1,48.0,0,0,0,0,High
16-03-2026,Monday,2,10:15,11:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,B,401/402,102,89,87.25,80.39,1.0,Practical,No,No,No,Cloudy,No,6.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,75,12,3,65.35666666666667,2,48.0,0,0,0,0,High
16-03-2026,Monday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,72,70.59,87.25,1.0,Theory,No,No,No,Cloudy,No,4.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,75,12,3,74.50666666666666,3,48.0,0,0,0,0,Medium
16-03-2026,Monday,4,13:30,14:30,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,72,70.59,70.59,2.25,Theory,No,No,No,Cloudy,No,11.1,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,75,12,3,79.41,4,48.0,0,0,0,0,Medium
16-03-2026,Monday,5,14:30,15:30,Club Activities,CLUB,TBD,2,MCA,B,403,102,61,59.8,70.59,1.0,Special Event,No,No,No,Rainy,Yes,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,75,12,3,76.14333333333333,5,48.0,0,0,0,1,Medium
17-03-2026,Tuesday,1,9:15,10:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,78,76.47,59.8,18.75,Theory,No,No,No,Sunny,No,13.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,76,12,3,66.99333333333334,1,49.0,0,0,0,0,High
17-03-2026,Tuesday,2,10:15,11:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,78,76.47,76.47,1.0,Theory,No,Yes,No,Sunny,No,8.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,76,12,3,68.95333333333333,2,49.0,0,1,0,0,High
17-03-2026,Tuesday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,71,69.61,76.47,1.0,Theory,No,Yes,No,Cloudy,No,10.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,76,12,3,70.91333333333334,3,49.0,0,1,0,0,Medium
17-03-2026,Tuesday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,71,69.61,69.61,2.25,Project,No,Yes,No,Cloudy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,76,12,3,74.18333333333332,4,49.0,0,1,0,0,Medium
17-03-2026,Tuesday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,70,68.63,69.61,1.0,Project,No,No,No,Rainy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,76,12,3,71.89666666666666,5,49.0,0,0,0,0,Medium
18-03-2026,Wednesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,64,62.75,68.63,18.75,Theory,No,No,Yes,Rainy,No,14.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,77,12,3,69.28333333333335,1,50.0,0,0,1,0,Medium
18-03-2026,Wednesday,2,10:15,11:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,74,72.55,62.75,1.0,Theory,No,No,Yes,Cloudy,No,3.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,77,12,3,66.99666666666667,2,50.0,0,0,1,0,Medium
18-03-2026,Wednesday,3,11:15,12:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,71,69.61,72.55,1.0,Theory,No,No,Yes,Sunny,No,11.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,77,12,3,67.97666666666666,3,50.0,0,0,1,0,Medium
18-03-2026,Wednesday,4,13:30,14:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,76,74.51,69.61,2.25,Practical,No,Yes,Yes,Sunny,No,14.7,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,77,12,3,68.30333333333334,4,50.0,0,1,1,0,Medium
18-03-2026,Wednesday,5,14:30,15:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,85,83.33,74.51,1.0,Practical,No,No,Yes,Cloudy,No,8.9,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,77,12,3,72.22333333333334,5,50.0,0,0,1,0,High
20-03-2026,Friday,1,9:15,10:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,67,65.69,83.33,42.75,Theory,No,Yes,Yes,Cloudy,No,5.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,79,12,3,75.81666666666666,1,2.0,0,1,1,0,Medium
20-03-2026,Friday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,64,62.75,65.69,1.0,Theory,No,No,Yes,Sunny,No,3.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,79,12,3,74.50999999999999,2,2.0,0,0,1,0,Medium
20-03-2026,Friday,3,11:15,12:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,69,67.65,62.75,1.0,Theory,No,No,Yes,Rainy,No,9.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,79,12,3,70.58999999999999,3,2.0,0,0,1,0,Medium
20-03-2026,Friday,4,13:30,14:30,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,61,59.8,67.65,2.25,Theory,No,No,Yes,Cloudy,No,5.1,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,79,12,3,65.36333333333334,4,2.0,0,0,1,0,Medium
20-03-2026,Friday,5,14:30,15:30,IRP,IRP2,F_SDM,2,MCA,B,403,102,68,66.67,59.8,1.0,Theory,No,No,Yes,Rainy,No,4.9,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,79,12,3,63.400000000000006,5,2.0,0,0,1,0,Medium
21-03-2026,Saturday,1,11:15,12:15,Training And Placement / Mini Project Training,P201,TBD,2,MCA,B,403,102,64,62.75,66.67,20.75,Project,No,No,No,Rainy,No,8.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,80,12,3,64.70666666666666,1,1.0,0,0,0,0,Medium
23-03-2026,Monday,1,9:15,10:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,B,401/402,102,89,87.25,62.75,46.0,Practical,No,No,No,Sunny,No,7.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,82,13,3,63.07333333333333,1,3.0,0,0,0,0,High
23-03-2026,Monday,2,10:15,11:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,B,401/402,102,85,83.33,87.25,1.0,Practical,No,No,No,Sunny,No,14.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,82,13,3,72.22333333333334,2,3.0,0,0,0,0,High
23-03-2026,Monday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,72,70.59,83.33,1.0,Theory,No,Yes,No,Rainy,No,12.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,82,13,3,77.77666666666666,3,3.0,0,1,0,0,Medium
23-03-2026,Monday,4,13:30,14:30,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,71,69.61,70.59,2.25,Theory,Yes,No,No,Rainy,No,9.8,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,82,13,3,80.39,4,3.0,1,0,0,0,Medium
23-03-2026,Monday,5,14:30,15:30,Club Activities,CLUB,TBD,2,MCA,B,403,102,78,76.47,69.61,1.0,Special Event,No,No,No,Rainy,Yes,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,82,13,3,74.51,5,3.0,0,0,0,1,High
24-03-2026,Tuesday,1,9:15,10:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,74,72.55,76.47,18.75,Theory,No,No,No,Cloudy,No,6.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,83,13,3,72.22333333333333,1,4.0,0,0,0,0,Medium
24-03-2026,Tuesday,2,10:15,11:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,77,75.49,72.55,1.0,Theory,No,No,No,Cloudy,No,3.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,83,13,3,72.87666666666667,2,4.0,0,0,0,0,High
24-03-2026,Tuesday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,72,70.59,75.49,1.0,Theory,No,No,No,Cloudy,No,13.9,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,83,13,3,74.83666666666666,3,4.0,0,0,0,0,Medium
24-03-2026,Tuesday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,73,71.57,70.59,2.25,Project,No,No,No,Rainy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,83,13,3,72.87666666666667,4,4.0,0,0,0,0,Medium
24-03-2026,Tuesday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,B,403,102,72,70.59,71.57,1.0,Project,No,No,No,Sunny,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,83,13,3,72.55,5,4.0,0,0,0,0,Medium
25-03-2026,Wednesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,B,403,102,74,72.55,70.59,18.75,Theory,No,No,No,Rainy,No,8.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,84,13,3,70.91666666666667,1,5.0,0,0,0,0,Medium
25-03-2026,Wednesday,2,10:15,11:15,Software Project Management,IT24,F_JSP_MST,2,MCA,B,403,102,82,80.39,72.55,1.0,Theory,No,No,No,Rainy,No,14.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,84,13,3,71.57,2,5.0,0,0,0,0,High
25-03-2026,Wednesday,3,11:15,12:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,75,73.53,80.39,1.0,Theory,No,No,No,Sunny,No,14.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,84,13,3,74.51,3,5.0,0,0,0,0,Medium
25-03-2026,Wednesday,4,13:30,14:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,85,83.33,73.53,2.25,Practical,No,No,No,Cloudy,No,3.8,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,84,13,3,75.49,4,5.0,0,0,0,0,High
25-03-2026,Wednesday,5,14:30,15:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,B,401/402,102,87,85.29,83.33,1.0,Practical,No,Yes,No,Sunny,No,2.1,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,84,13,3,79.08333333333333,5,5.0,0,1,0,0,High
26-03-2026,Thursday,1,9:15,10:15,Java Programming,IT21,F_VSN_SDM,2,MCA,B,403,102,87,85.29,85.29,18.75,Theory,No,No,No,Sunny,No,8.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,85,13,3,80.71666666666667,1,6.0,0,0,0,0,High
26-03-2026,Thursday,2,10:15,11:15,Research Methodology,IT25,F_MLK,2,MCA,B,403,102,78,76.47,85.29,1.0,Theory,No,No,No,Cloudy,No,12.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,85,13,3,84.63666666666667,2,6.0,0,0,0,0,High
26-03-2026,Thursday,3,11:15,12:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,B,403,102,76,74.51,76.47,1.0,Theory,No,No,No,Cloudy,No,14.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,85,13,3,82.35000000000001,3,6.0,0,0,0,0,Medium
26-03-2026,Thursday,4,13:30,14:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,B,401/402,102,82,80.39,74.51,2.25,Practical,No,No,No,Rainy,No,4.9,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,85,13,3,78.75666666666667,4,6.0,0,0,0,0,High
